x,y,z,w
181.075,65.5955,149.023,0.892138
532.679,-898.406,-62.8217,0.628123
182.597,65.2034,151.771,0.905597
136.804,37.3651,150.645,0.742872
184.033,67.0249,149.438,0.511176
-1630.36,215.121,456.215,0.303986
184.995,67.4269,146.003,0.387088
955.639,657.954,-1041.8,0.134669
1947.86,-930.068,62.5907,0.358126
1034.5,-35.749,304.037,0.433415
181.585,62.6105,151.203,0.133937
-90.8845,77.8524,454.093,0.57441
387.13,-114.131,317.931,0.172359
-437.51,62.0324,406.108,1.03368
-466.755,11.4124,391.26,0.667736
182.161,62.9576,148.501,0.43961
182.65,65.0303,148.572,0.664043
391.234,-1109.72,-220.398,0.748915
-1181.88,1022.11,-1221.1,0.293335
181.274,60.2363,152.643,0.54734
188.604,59.4981,133.062,0.138942
-58.5301,-547.993,319.517,0.475347
-286.911,1955.81,1610.1,0.723798
-625.836,154.752,-570.296,0.779098
-372.245,137.829,-324.823,0.123621
183.902,65.6218,143.547,0.986074
185.94,114.741,29.6595,0.705335
179.084,73.9232,157.572,0.705853
183.549,66.7714,141.366,0.990286
181.272,64.4091,149.521,0.556069
1133.24,1566.84,-542.54,0.642436
3582.73,-2387.15,308.978,0.21301
183.28,65.6549,148.432,0.581796
182.798,65.6875,150.365,0.587442
189.617,64.5089,148.461,0.222684
809.582,725.726,1730.61,0.125391
182.785,68.8506,167.378,0.8369
198.998,71.1629,129.551,0.234068
185.422,63.6129,145.864,1.04205
-209.427,895.111,-4.25707,0.832414
497.948,741.71,248.123,0.414829
-40.3226,-51.1971,276.623,1.02694
180.745,38.4324,144.594,0.229429
183.49,64.9373,148.495,0.912708
183.984,62.1968,148.01,0.320679
683.616,260.876,650.169,0.498846
184.016,57.9144,142.197,1.07226
771.933,266.037,325.82,0.759566
186.743,62.9487,142.539,0.530158
765.512,891.261,265.809,0.809677
180.357,66.2389,153.831,0.64088
14.0247,-125.862,-224.017,0.205625
186.71,61.342,133.293,0.614725
-1715.25,553.731,-537.071,0.371157
166.296,-335.442,-3.95643,0.414005
183.43,61.8253,147.267,0.148067
-481.364,-309.927,183.036,0.366488
1409.64,349.546,349.946,0.472051
182.507,63.957,148.276,0.903552
1958.37,377.448,626.35,0.173428
183.076,66.1616,145.639,0.423374
698.32,-23.551,1633.81,0.903034
183.128,62.8995,143.351,0.279479
178.415,77.0832,137.665,0.182766
-1028.87,596.018,-737.296,0.893847
42.4424,-335.14,-608.387,0.581674
-543.471,-633.49,1217.28,0.995199
187.563,71.8004,149.277,1.01653
182.065,64.9851,145.969,0.982229
-208.942,527.232,539.713,0.177639
507.587,58.4285,85.3439,0.412052
176.356,41.2417,109.213,1.07971
8539.56,-1066.25,-6016.98,0.613413
180.625,64.1401,150.895,0.73744
-557.454,-690.151,235.136,0.424839
193.699,68.8441,141.543,0.966604
-941.547,26.3411,-451.392,1.05813
198.343,71.47,179.927,0.30954
-692.792,1598.27,-329.93,1.08642
167.294,62.309,156.785,1.08614
158.973,85.6515,168.252,0.557656
182.767,71.3356,148.477,0.569436
183.067,55.901,134.548,0.232817
544.591,141.368,74.3364,0.28659
170.117,54.0545,152.748,0.949147
46.0316,-80.7685,70.3525,0.444493
185.169,64.9047,150.808,0.108393
79.6407,16.0346,57.6277,0.480718
189.575,-1052.25,1184.78,0.290313
183.835,65.0192,152.23,0.739088
145.563,55.9035,121.458,0.990683
182.592,67.5119,156.504,0.27069
21.6377,320.922,34.8684,0.484655
-75.9364,1053.23,-573.515,0.759505
132.132,48.532,86.3616,0.815262
-76.4792,-465.505,1840.48,0.57322
-132.874,-50.9875,389.816,0.90636
176.166,60.2969,152.6,0.939015
-539.803,-1169.68,1622.42,0.801132
194.385,49.3936,162.165,0.244353
15.1113,-336.327,-13.1613,1.02529
-1195.72,-1857.49,20.5331,0.462774
6.62221,-371.877,419.302,1.07537
181.15,66.0348,142.554,0.704694
188.352,61.8369,137.156,1.032
356.949,80.6933,-443.293,0.893054
-102.061,47.8793,384.94,0.298248
179.691,65.9514,153.365,0.564248
-691.009,542.992,-70.0517,0.462804
87.2053,-528.947,540.947,0.793869
106.625,79.3545,143.085,0.28833
324.417,105.727,127.223,0.247465
181.621,64.4285,150.655,0.824723
-669.384,-174.576,-1453.73,0.356325
183.838,70.7486,150.176,0.647319
179.208,65.0473,153.348,0.618296
350.645,1292.07,191.945,0.220365
184.655,70.7084,147.578,1.02352
89.7484,33.8644,102.609,0.385134
175.934,58.1065,142.231,0.605112
49.5876,-1426.94,270.008,0.973226
195.585,60.937,134.335,0.11529
-96.7615,394.906,364.809,0.544868
178.826,61.2899,147.419,0.825761
-246.39,533.722,1364.07,0.252287
767.336,166.883,544.073,0.453648
182.601,63.2247,143.07,0.827897
192.564,49.2246,-35.4495,0.21243
183.865,66.4336,150.012,0.697461
180.295,62.0156,148.844,0.987509
182.709,62.9969,146.215,0.218686
182.963,64.7233,148.453,0.637004
96.2646,46.8942,93.4338,1.04421
180.458,64.8825,150.175,0.417637
167.922,78.7547,144.207,0.609995
187.929,68.2912,147.709,0.53553
177.809,72.5101,150.295,0.748701
181.069,66.2118,152.149,0.821885
138.846,68.9919,143.514,0.427799
-1112.85,335.006,-1356.68,0.533729
182.759,67.4468,140.104,0.612894
304.686,-28.433,289.763,0.279907
186.453,66.3388,139.637,0.256163
255.058,557.984,-258.564,1.07168
84.4262,-690.753,-158.654,0.409397
180.592,65.4361,148.857,0.49848
188.927,66.9012,137.574,0.462468
177.977,65.0662,163.341,1.02892
180.006,67.7047,158.325,0.506507
-773.861,-135.861,305.546,0.436253
256.867,-201.11,206.205,0.822282
239.199,-1101.63,-441.851,0.349428
182.07,62.9014,143.247,0.493262
235.805,0.365826,-734.272,0.928791
-314.689,446.697,-826.292,0.144252
180.869,61.0665,146.221,0.666698
-1111.51,268.573,1391.35,0.804398
428.136,266.41,52.9057,0.31363
183.904,65.2026,148.844,0.895465
185.89,73.197,167.966,0.928639
3.77179,469.94,-554.341,0.345277
186.833,65.811,162.508,1.05535
182.703,66.5989,149.669,0.825974
181.922,69.2253,141.433,1.02261
180.245,62.6785,147.895,0.11709
49.5933,19.5365,56.164,0.370333
-499.487,-282.961,22.6639,0.594156
176.328,58.9103,147.619,0.400333
170.287,59.413,135.079,0.841691
-841.912,-747.083,1311.37,0.852037
143.289,27.5232,177.995,0.391574
763.806,-40.2692,-934.606,0.703198
179.782,66.0218,136.652,0.586526
185.138,66.601,150.658,1.09585
-286.497,849.035,-2088.52,0.568032
947.056,158.02,-860.593,0.386874
1531.38,485.038,-8.2465,0.389895
184.905,65.2882,147.114,0.324006
-348.966,-9.46522,-22.7589,0.256407
139.758,21.9626,110.878,0.346498
20.2078,113.778,-79.4288,0.88573
-355.915,-339.746,-481.964,1.01092
-504.23,-284.052,-76.2013,0.997977
181.914,75.4321,151.35,0.541786
161.144,52.576,157.054,0.928669
30.8083,-24.3124,-95.3722,0.507666
-700.852,502.169,-200.592,0.367006
-1387.33,-1287.6,-1119.81,0.621714
913.166,581.444,-717.425,0.219053
656.586,-465.727,256.2,0.667522
-88.0997,-408.066,2.11741,0.596109
-1085,172.635,-440.621,0.549873
183.073,63.7522,154.824,0.927967
70.0507,303.959,-248.067,0.470586
-524.262,-326.756,344.06,0.201077
183.019,66.9955,148.911,0.229246
-470.173,-275.303,116.269,0.322114
189.486,69.4707,148.944,0.648967
-309.111,-1155.99,-480.124,0.605936
107.722,-186.048,-87.2561,0.127223
126.725,889.274,872.333,0.38901
178.798,64.5525,148.335,0.311676
568.575,95.475,-600.231,0.767776
179.543,90.8095,130.919,0.900775
537.207,303.728,-565.272,0.461766
181.661,49.7443,155.636,0.569741
290.051,-1801.02,110.226,0.802048
116.68,206.32,226.837,1.0212
186.406,532.653,-369.718,0.844285
147.99,19.774,52.6005,0.161037
-916.539,568.909,-969.222,0.607279
178.29,67.111,144.767,0.399264
390.043,-2083.97,554.508,0.4361
411.887,793.652,196.055,1.07559
184.342,60.2399,142.186,0.490332
185.467,67.4277,146.274,1.01028
182.281,64.7127,147.397,0.357485
187.628,67.5373,148.061,0.180081
179.199,63.3382,157.153,0.791183
-1272.02,92.5139,-745.084,0.518897
172.225,51.4002,150.284,0.574441
64.6914,57.8992,169.92,0.843461
664.781,-231.145,809.628,0.508002
183.178,67.4845,154.628,0.904315
188.603,69.759,132.211,0.523597
-281.265,-207.132,165.112,0.56144
154.612,69.5565,133.494,0.92223
35.3048,11.2761,26.7891,1.08514
183.722,63.1831,144.122,0.737379
184.282,65.424,151.15,0.581704
181.284,71.0998,153.32,0.223417
181.133,64.4008,155.388,0.544349
183.002,64.2011,152.698,0.468847
-834.854,1277.33,1528.16,0.528938
183.396,65.2963,143.369,0.134455
161.1,42.5157,107.5,0.95461
626.65,-660.023,-198.716,0.316773
974.57,-628.236,378.271,1.02975
111.636,40.9035,106.722,0.536293
176.546,69.8197,147.577,0.80275
-444.738,322.112,439.788,0.850694
52.229,535.279,83.9316,0.337709
182.973,57.4513,155.351,1.09319
586.818,-60.7666,-22.2919,1.01528
183.759,72.5613,155.001,0.235746
178.364,68.3093,157.049,0.958394
177.003,65.5628,149.523,0.87752
186.579,59.8049,137.005,0.583047
183.308,64.9825,156.642,0.857866
170.377,58.5254,169.801,0.274169
-390.251,-450.642,-21.9897,0.994925
178.498,61.2484,151.065,0.186367
189.124,79.0881,146.295,0.948628
55.4306,59.6583,129.461,0.169582
184.593,66.69,147.827,0.209195
186.737,69.0617,149.817,0.820054
336.02,2369.28,-1117.05,0.210324
1168.28,342.152,589.927,0.655956
184.439,63.9202,142.706,0.567421
-22.5736,17.9023,-109.949,0.418308
229.158,136.916,-147.233,0.440983
99.666,32.5846,148.575,0.496619
185.869,57.2753,132.714,1.02483
265.324,433.308,200.403,0.479833
184.404,66.8441,160.56,0.159297
-105.787,-57.1706,-127.326,0.831895
183.736,64.3305,145.88,1.06982
210.997,21.2912,18.6738,0.692761
-1309.33,1751.92,-455.967,0.229704
35.3379,1935.76,-849.342,0.804001
-709.668,-478.964,573.867,0.34897
-365.201,-441.562,451.956,0.5597
80.157,41.4554,140.109,0.48728
181.804,58.6326,135.459,0.182125
-171.355,-341.324,582.06,0.292236
-131.587,-115.952,811.782,1.0227
42.0016,-203.487,-304.827,0.362856
439.73,141.923,564.211,0.987478
-565.144,-343.58,159.145,0.737623
86.6666,-712.728,673.76,1.08825
189.622,69.5715,141.519,0.507941
-148.491,3.6028,33.3311,0.118067
174.992,72.1808,157.285,0.556343
182.915,64.9687,146.658,0.452275
184.804,64.1958,153.06,0.419773
180.781,68.6276,148.851,0.97402
184.921,62.7653,146.43,0.277892
181.498,66.1672,144.426,0.125208
490.591,1885.03,1056.55,1.06631
176.61,61.9723,156.965,1.08233
182.063,64.8836,150.774,0.714887
138.246,43.493,156.664,1.05697
-575.746,880.684,1406.96,0.511084
182.541,64.6469,149.974,0.721906
182.865,69.0844,146.667,0.588205
-363.826,443.62,455.239,0.761763
363.529,97.5489,193.309,0.53852
107.821,-182.458,157.61,0.548714
182.131,64.3974,147.599,0.151851
33.8168,288.098,110.289,0.94341
-142.107,-488.49,-177.247,0.278625
184.172,67.4035,145.267,0.220609
-1033.2,-161.612,1023.09,0.818192
5.3038,173.858,-134.722,0.120112
185.556,69.084,144.808,0.832139
216.622,55.7547,153.39,1.02245
184.187,66.829,140.636,0.782607
186.511,69.5083,151.182,0.249602
-494.402,-87.8034,-383.204,0.895495
175.563,71.3103,156.312,0.490942
-740.192,569.014,681.432,0.648784
403.173,61.1444,234.42,0.353914
147.714,55.2621,165.053,0.385836
185.237,63.412,142.628,1.03988
183.466,66.867,149.525,1.05364
158.382,117.29,115.293,0.144679
186.7,60.0455,142.578,1.06603
479.385,1735.85,-740.061,0.584848
624.846,895.935,-334.717,0.292145
181.974,64.3642,150.726,0.64796
181.513,64.158,148.595,0.169582
152.834,73.7671,133.034,0.168575
-58.2513,82.7636,-17.0125,0.942677
-95.0149,32.1699,451.809,0.829179
180.365,64.2518,147.082,1.02581
183.598,75.9503,132.581,0.585611
-487.056,214.103,-73.456,0.491675
-202.721,-59.5712,-570.521,0.218259
183.625,65.6983,143.366,0.684643
-1051.57,754.225,-1711.95,1.00753
310.275,9.30421,35.4276,0.958852
186.289,65.9014,153.08,0.534675
1279.2,1438.77,641.174,0.541694
-145.333,104.261,1200.5,0.607736
32184.4,17975.7,13113.1,0.52204
57.3524,-394.158,400.849,0.312195
174.444,-132.977,360.266,0.96343
-11.903,267.38,44.8501,0.186734
169.67,60.8295,131.531,0.14236
181.89,66.5363,143.871,0.524146
1071.99,238.659,-163.032,0.911823
917.999,-944.332,1024.22,0.796951
178.72,67.2559,152.527,0.189114
167.281,62.1525,88.918,0.20828
177.005,65.8813,151.381,0.569649
-961.458,-78.9766,-542.61,0.367678
177.881,64.5944,149.498,1.06484
182.59,63.2751,138.632,1.09182
-311.762,-543.831,-135.403,0.965474
182.577,61.2399,160.583,0.330262
-146.673,392.713,-484.601,0.830125
-243.28,1.90288,-310.933,0.216367
96.4992,316.57,-221.947,0.598367
184.554,66.1942,145.894,0.242918
902.898,207.867,-65.5551,0.828965
139.472,-1.43688,193.616,0.563088
186.044,59.5287,143.688,1.06326
189.571,63.1636,139.777,0.415928
-395.782,189.187,88.8658,0.313416
168.746,49.5804,133.955,0.677502
25.0313,57.3474,117.271,0.675732
177.982,64.2857,155.891,0.536415
178.2,66.5029,156.801,1.06884
312.32,-908.996,-589.476,0.294647
-1073.49,-441.574,254.891,1.09707
174.243,62.874,155.637,0.293457
184.635,67.9713,149.807,1.03869
-95.2869,-109.497,-676.472,0.96401
184.061,63.3373,153.365,0.959218
-520.24,493.592,-491.843,1.0032
-884.068,1104.31,-577.582,0.949696
-95.8563,-983.801,439.089,0.67448
-704.749,203.797,296.914,0.489904
167.161,-630.986,483.624,0.23358
216.521,-843.52,508.156,0.936787
-1070.44,487.959,1046.84,0.479437
134.357,26.1413,138.915,0.137538
-1288.96,-7.28556,414.105,0.429661
180.756,60.6226,149.744,0.168087
177.342,64.5527,144.854,0.121699
173.89,73.593,156.605,0.196225
77.7756,0.8238,111.485,0.538337
180.269,65.819,144.288,0.469945
177.092,61.7425,154.251,0.658611
180.594,66.8541,153.983,0.430729
-797.968,-881.217,70.1555,0.633494
183.869,61.0571,148.327,0.951833
-204.206,52.1896,90.2516,1.08685
116.935,-64.3549,-87.5235,0.70155
-413.692,237.381,403.284,0.540962
-1283.92,-637.224,735.146,0.63151
87.8556,-210.412,303.121,0.96758
-39.0357,121.953,16.0022,0.589944
167.016,79.1866,149.598,0.463506
184.865,64.8691,147.421,1.05993
183.967,62.2149,143.097,1.05151
183.791,58.5578,132.237,1.02279
189.506,72.0039,147.465,0.605936
179.121,64.6563,151.273,0.946217
177.191,60.3664,150.684,0.903674
60.4346,-224.742,-157.232,0.897693
979.969,440.53,286.472,0.799881
179.954,65.0579,152.717,0.782669
84.3832,37.3184,86.9989,0.528663
184.362,64.8632,152.137,0.707959
-208.567,25.5181,-1118.66,0.128993
186.401,63.2773,137.713,0.469884
-710.611,-4.82168,477.138,0.995474
181.852,66.1804,156.159,0.167629
183.589,65.4302,145.284,0.553932
1756.62,429.453,394.094,0.941578
185.423,67.6819,150.017,1.06255
199.623,61.2598,141.308,0.836442
-71.5858,-288.168,260.582,0.537208
179.725,60.1629,151.768,0.789718
89.5195,2383.83,-246.371,0.80278
185.773,68.185,144.505,0.744826
731.276,469.03,-195.217,0.668346
174.984,63.4337,156.758,0.889453
-129.941,-0.0285565,3.40027,0.228513
-1.45691,-1546.7,-1070.6,1.01888
103.593,-5.51746,208.528,0.288788
877.184,-235.078,-1587.75,1.02413
180.145,71.1186,126.208,0.916614
26.2407,-3.71891,-17.2417,0.505408
-93.383,236.026,-1531.76,0.116968
183.936,64.6719,149.681,0.510291
177.695,60.3942,141.15,0.633311
187.899,62.3677,142.667,0.397006
-138.488,-12.0544,-48.8279,0.873278
184.011,64.2931,147.039,0.82277
241.81,-74.5194,260.864,0.959371
68.0487,-126.928,256.521,0.85692
186.811,54.8174,150.595,0.904956
-425.923,197.718,333.585,0.219419
-74.3347,-458.957,132.315,0.914905
181.243,55.4223,163.271,0.644023
178.699,65.4214,150.059,0.811325
184.101,67.1656,154.581,0.366518
182.464,66.4738,148.371,0.584542
187.355,68.2484,148.187,0.738051
174.191,68.5015,154.278,1.06866
183.384,61.3612,146.809,0.963369
193.084,54.0438,147.768,0.742384
-740.29,478.685,78.3288,0.964254
1569.4,225.824,1509.3,0.65504
179.614,61.5331,157.134,0.367556
13.5279,-278.189,7.14003,0.476965
181.382,72.4416,152.691,0.618754
-482.494,643.791,71.0483,0.675671
181.343,61.535,163.492,0.219877
315.263,503.889,646.639,0.8163
174.724,61.8153,149.025,1.09329
-549.546,846.135,265.704,0.987631
105.942,-292.76,-310.271,1.06936
149.512,-218.588,-158.408,0.352754
182.086,64.5474,151.598,0.50025
303.406,177.165,-87.9495,0.824937
178.624,69.909,159.191,0.998068
180.037,64.9231,153.198,0.868273
180.396,249.859,-472.485,0.297913
1477.85,1674.32,2229.39,0.423557
180.777,62.3073,150.95,0.246428
183.797,62.7283,149.959,0.959157
183.374,65.3444,153.78,0.915058
-45.6403,158.807,80.9349,0.646526
306.894,157.967,-436.828,0.838121
181.554,63.5001,154.364,0.661235
221.087,1779.82,-161.636,0.376284
209.917,249.073,625.288,0.608652
182.616,62.5228,154.813,0.204831
49.5645,398.732,334.345,1.07479
304.768,198.602,214.551,0.926868
37.7144,-419.531,400.702,0.301849
178.799,64.6886,152.968,0.811631
185.951,66.8529,149.836,0.989431
1541.42,884.543,845.098,0.657756
183.936,66.4976,150.163,0.219877
75.2422,-380.949,-405.129,0.781661
182.653,64.3611,131.281,0.509375
179.374,61.8396,156.262,0.130641
-451.969,1960.75,591.345,0.983541
118.896,-125.528,-304.187,0.521339
-390.132,-318.174,-67.5598,0.678265
151.673,734.124,48.2633,1.00292
184.48,59.677,140.246,0.965505
17.4659,82.4865,581.969,0.345277
847.547,-516.191,82.0241,0.104089
17.6452,34.2046,-309.888,0.652599
28.529,193.656,266.624,0.915455
102.917,45.5454,149.905,0.101312
182.036,65.2147,150.447,0.58442
-85.7763,124.322,-82.2713,0.803574
341.325,-451.714,-187.119,0.585
181.732,67.4892,156.501,0.795425
420.936,270.939,-323.234,0.731214
178.75,64.3616,155.226,0.150233
152.414,-845.31,715.042,0.352724
181.983,66.1381,154.588,0.216825
-254.453,39.5439,52.3465,0.595865
-161.721,293.176,-143.872,0.98287
919.268,797.911,340.949,0.849168
-1396.38,-646.341,-510.55,0.562966
93.0319,328.813,60.1649,0.29425
179.13,65.8575,136.081,0.812272
181.884,69.7368,154.887,0.581735
184.111,64.8087,145.916,1.06445
184.188,64.8956,149.951,0.631755
-576.937,31.8522,108.813,0.995108
149.771,54.6099,67.7888,0.559914
-194.794,-110.105,-344.291,0.610056
184.148,63.0395,143.997,0.728101
181.27,62.6066,145.474,0.358614
-21.4853,177.992,-194.71,0.920124
186.023,67.9901,145.764,0.371859
419.742,154.742,403.371,0.642558
-850.304,-15.657,-67.3575,0.825913
510.741,-594.317,-985.634,0.550606
182.088,63.2016,150.382,0.430119
193.801,69.9008,138.289,0.998801
183.34,66.0566,151.042,1.04061
-274.253,-350.491,-301.801,0.716718
112.364,15.228,705.733,0.398196
188.24,61.8701,141.595,0.609934
180.048,63.6686,140.037,0.992117
177.237,63.6873,146.379,0.685681
180.521,65.3922,151.378,1.04781
186.085,63.4343,150.86,0.103601
-1706.89,-705.575,251.787,0.640574
322.876,963.607,-528.361,0.351686
182.344,69.4229,148.623,0.933735
179.541,64.6818,148.944,0.546852
180.081,62.804,147.242,0.541816
36.1335,-1129.88,-1236.51,0.860918
367.396,919.066,-5.48335,1.01903
182.291,68.3589,155.13,1.07119
181.363,97.0635,139.95,0.472356
184.39,58.6712,130.221,0.236387
180.326,62.4605,148.189,0.299927
186.782,67.5817,142.017,0.497504
-81.0237,78.3529,161.752,1.05441
174.028,66.1676,158.317,1.00329
51.3789,54.6825,-119.816,0.430943
183.61,66.8196,149.448,0.961263
184.537,66.7062,150.935,0.380831
182.323,62.7154,148.376,0.813492
188.855,72.4033,156.555,0.349641
1023.42,-372.681,1795.75,0.5373
175.612,64.8411,154.766,0.640391
669.099,-302.495,-76.1589,1.07107
193.069,65.7075,143.671,0.901965
-492.486,-653.506,-236.33,0.864946
613.265,-60.5435,804.872,0.742323
112.532,30.933,97.7982,0.556832
-12.993,-1078.32,344.653,0.466863
340.127,720.939,-2110.34,0.772964
188.808,67.0798,150.364,0.94167
184.988,65.1808,146.949,1.05373
183.09,66.8395,156.969,0.581704
185.031,64.5669,142.393,0.904529
313.332,45.1109,-360.899,0.464208
-4.91672,30.4863,51.6875,0.971548
181.552,62.841,150.743,0.566903
158.993,51.8317,-16.0847,0.342378
-401.298,376.876,577.689,0.131343
1689.03,-7989.8,-9564.92,0.972066
184.254,61.4046,152.137,0.151119
184.467,64.9507,148.056,0.23358
177.833,60.0679,142.995,0.98525
-932.808,-297.237,534.217,0.594003
216.453,-52.7392,-170.008,1.09628
441,201.211,-608.035,0.414798
-185.444,152.501,51.1162,0.913746
570.198,-130.015,-150.786,0.878039
210.653,-380.174,532.054,0.822404
129.349,38.4148,119.225,1.03698
410.334,1.93118,91.1295,0.27539
178.173,62.6379,136.381,0.991842
130.113,-860.93,-479.458,1.03277
38.933,157.109,-338.605,0.190609
-153.852,401.073,-116.721,0.524482
179.606,68.8135,153.912,0.854936
185.759,63.3654,150.25,0.338868
-1419.27,840.427,-993.208,0.530677
192.419,67.8932,140.786,0.835923
-248.078,-580.457,140.574,0.7639
20.2815,-58.2959,16.2151,0.885424
608.643,379.608,674.563,0.901569
122.422,19.3126,178.177,0.73039
147.461,-57.4991,-330.297,1.01726
180.69,63.4597,144.992,0.975271
4739.65,3036.29,-3326.67,0.962087
-33.7249,-214.101,288.047,0.699231
-13.8382,390.12,19.7813,0.540382
497.883,-359.185,806.885,0.694501
179.654,66.9363,161.239,0.810532
-270.755,20.5507,142.095,0.829545
181.156,64.8406,154.34,0.510718
145.841,38.2397,36.3113,0.537422
174.808,56.9694,157.176,0.60969
651.397,297.413,-121.895,0.429081
183.6,66.1357,144.79,0.982626
188.619,65.416,142.23,1.03158
234.656,-101.778,-251.999,0.211728
644.061,157.306,-328.793,0.651317
176.768,56.1916,137.756,0.512366
-315.568,-118.612,328.395,0.362551
-542.076,1435.98,-62.4475,0.78337
38.7242,593.936,-149.465,0.120417
-1469.56,-848.178,130.294,0.783218
182.644,61.4971,135.86,0.99938
182.377,64.7588,153.224,0.430638
531.031,-1010.21,-497.077,0.556313
180.591,67.0632,152.808,0.230406
6.36544,60.891,-11.332,0.319062
183.478,63.913,141.591,0.824143
189.06,63.8807,146.558,0.399509
174.667,50.9013,127.969,0.666088
163.604,73.7957,140.768,0.231962
183.925,62.9224,145.972,0.823899
-213.445,-412.34,-130.615,0.436344
434.486,-789.731,1253.17,0.904407
-37.1689,358.009,141.665,0.806595
176.686,66.2295,148.197,0.104334
-941.408,-1672.35,-241.083,0.423801
-749.026,830.405,-588.576,0.386355
180.235,66.7972,150.398,0.894641
173,63.16,155.946,0.779464
176.764,64.1376,144.835,0.714551
167.572,69.1355,150.375,0.805039
-43.635,340.414,-332.884,0.756026
92.1658,-223.778,419.034,1.02758
247.471,94.9721,-564.408,0.882006
184.613,66.7296,150.889,0.73039
-1661.35,-240.201,104.114,0.683911
187.801,72.4692,148.001,0.716504
436.568,35.3999,-305.721,0.345216
110.756,-350.027,88.2221,0.234342
182.142,68.4291,144.678,0.629588
176.911,60.3692,152.044,1.02859
506.265,-895.74,-1961.52,0.99407
25.732,-566.872,-551.207,0.515815
153.662,54.7502,146.599,0.827561
191.457,64.9983,136.571,1.0855
157.258,47.4131,143.804,0.814011
15.1669,101.548,-85.0597,0.525581
91.9244,393.149,-33.8425,0.420597
53.0047,7.15786,22.0497,0.573434
-338.858,-7.42978,312.444,0.511237
-1074.14,1290.07,681.227,0.591501
-305.548,-105.92,-3.60164,1.08465
179.308,58.198,142.423,0.368075
50.5513,84.0249,-188.873,0.13769
26.0301,410.707,640.649,1.04327
184.058,56.6071,155.877,0.653819
187.837,60.2073,142.985,0.159511
503.885,-944.543,-597.638,0.716016
38.661,-261.854,27.7074,0.837602
-1527.08,-434.918,698.198,0.745436
162.001,63.7561,162.996,1.07726
-1031.68,-529.017,-969.831,0.864458
-539.821,-291.55,1363.86,0.183102
-17.0373,20.482,-151.656,0.385073
186.502,64.5902,147.404,0.315308
169.155,64.8212,159.359,0.422062
178.421,-660.314,98.2437,0.165432
181.898,64.5444,136.696,0.631449
-382.473,-68.4708,390.911,0.757186
-149.385,796.926,919.837,1.0736
240.698,-955.312,209.711,0.372134
1280.36,1061.26,243.246,0.201535
-98.8757,443.526,-1349.96,0.600717
184.214,67.5197,149.476,0.974416
182.095,70.7335,142.595,0.517707
185.227,71.7604,139.399,1.09551
188.917,66.2704,156.906,0.983297
153.735,33.3014,138.692,0.375674
-527.681,195.524,489.433,1.06863
182.987,64.5787,146.698,0.221647
146.251,64.0638,181.533,0.606729
299.102,6.99402,-167.881,0.249236
70.8641,20.7195,53.2673,0.868273
177.54,57.8115,151.914,1.0216
-139.625,588.562,-796.59,0.362276
35.1038,3.95606,62.2231,0.912616
181.153,64.3862,150.454,0.762008
162.319,2214.1,934.709,1.09509
181.633,73.0963,155.007,0.955678
-34.497,-395.152,269.568,0.654003
182.392,63.671,142.618,0.222196
184.236,66.9415,148.282,0.825028
-513.849,-259.757,-339.362,0.532081
173.726,-146.786,-880.181,0.357424
590.784,-337.486,128.531,0.973104
184.783,65.1156,146.961,1.00268
-1126.24,-179.788,232.374,0.301117
123.806,-556.31,118.853,0.127467
180.514,63.9576,148.531,0.615915
136.694,26.6309,25.7297,0.452306
563.549,351.926,1011.3,0.161892
-732.124,-101.635,625.42,0.914539
-107.623,47.0223,-227.595,0.253874
-71.5968,-305.768,550.426,0.656597
364.507,-196.718,67.686,0.327912
-1006.36,-1632.91,-1391.35,0.139583
182.101,-388.724,464.079,0.11706
-510.961,-1098.3,322.879,0.381259
-550.44,-314.355,-2.95045,0.952168
36.9687,24.0009,-366.1,0.319459
-415.769,307.924,239.295,0.187588
570.596,-1071.56,-1525.03,0.300323
-463.852,206.957,95.8187,0.752089
-589.216,-189.18,74.4976,0.691601
388.552,1472.53,-572.311,0.824479
188.212,63.241,142.745,0.62092
182.606,66.8784,143.504,0.634562
-115.776,900.137,335.197,0.839128
550.087,-443.459,-18.7146,0.388736
187.779,70.433,144.062,0.708448
-1252.26,302.405,363.885,0.320923
182.794,66.5332,149.765,0.315918
171.982,54.1696,138.644,0.868334
-458.217,-407.847,-467.52,0.71153
631.712,307.052,638.991,0.972036
182.244,63.8042,147.729,0.271545
180.191,61.9363,150.58,0.503088
181.375,65.2482,152.179,0.186917
182.118,61.4572,153.654,0.813096
265.85,-276.954,-164.704,1.07635
183.095,62.8542,150.669,0.409946
202.144,55.8542,146.522,0.724653
95.7753,-68.2801,21.9672,0.758773
183.01,67.9228,152.634,0.946156
-140.01,19.6667,-476.337,0.207639
185.806,66.4644,151.256,0.572884
239.745,-558.976,-72.2834,1.03832
172.454,66.4592,164.704,0.567757
181.423,68.1591,160.611,0.641978
182.893,59.7834,156.273,0.26303
185.36,66.9381,147.111,0.820237
189.394,64.5314,138.065,0.723493
18.3183,81.6655,39.2142,0.21063
183.715,63.2541,152.768,0.234709
-1044.18,601.963,-358.266,0.837663
171.277,57.9635,154.395,0.916462
166.498,-640.12,-437.069,0.788314
-754.659,-1859.88,720.716,0.460759
311.162,164.763,-333.086,1.01308
183.907,64.8615,149.38,0.995413
213.215,100.898,118.542,0.251585
170.583,73.9041,180.438,1.07214
