x,y,z,w
-425.884,595.376,657.164,0.505377
187.155,64.2109,144.557,0.402896
183.842,60.3883,151.687,0.212247
180.965,61.9204,149.384,0.972341
181.433,62.0318,147.513,0.803543
1294.14,639.906,-1352.85,1.08819
-175.458,-104.593,22.9367,0.574471
306.84,-348.064,567.847,0.310913
-304.599,-301.338,-404.306,0.816636
168.415,62.3333,150.868,0.394565
-443.971,48.2918,-1056.84,0.99349
140.865,54.3611,152.069,0.524879
176.75,59.2118,150.886,1.04137
-518.843,-82.8671,360.886,0.682629
187.663,62.9846,160.433,0.79512
134.351,525.444,337.114,0.131892
-380.453,406.85,655.52,0.538917
-251.138,-1806.85,1958.43,1.03353
18.2091,35.3647,35.7272,0.682141
446.262,-499.648,969,0.18301
180.83,64.8278,155.317,0.559975
1684.92,2108.21,-1509.64,0.874194
178.634,68.793,158.558,0.359346
-872.88,14.2988,-1593.75,0.887286
-364.141,245.008,222.32,0.169613
260.692,-1597.84,295.061,0.602243
175.969,61.3323,148.541,0.158382
-110.809,278.096,-384.712,0.237028
183.437,63.2733,150.693,0.872362
-309.522,-20.8964,78.7085,0.210965
177.848,70.5274,133.047,0.662944
168.566,77.3587,151.201,0.632884
180.032,58.8534,146.114,0.237211
152.259,-27.6891,129.004,0.914447
16.3765,-234.856,548.026,0.333619
179.041,60.551,153.996,0.50849
361.379,242.66,598.219,0.522681
191.981,65.2098,140.254,0.772323
155.478,-119.097,-24.7537,0.132929
-1074.46,-2137.08,-1125.58,0.955892
-572.968,522.011,63.5232,0.301605
194.676,55.6324,151.727,0.315094
176.284,64.7481,152.237,0.150386
179.738,62.0566,148.85,0.35016
183.007,64.4766,132.841,1.08639
179.29,65.8106,143.863,0.16885
-263.915,647.348,-1560.18,0.227506
-104.582,88.9078,76.41,0.974722
188.208,63.2741,140.176,0.953786
707.749,-375.893,139.104,0.680432
-815.092,-322.537,-251.082,0.582681
170.108,57.9285,143.586,0.646068
606.988,516.768,395.111,0.170101
341.205,668.391,4.1289,0.542366
204.89,53.5835,156.429,0.436253
-458.047,394.958,1411.2,0.339021
184.45,62.4367,142.228,0.816117
-1246.92,180.125,-1069.41,0.417911
172.426,60.093,172.041,0.635539
199.074,73.8754,154.89,0.811509
177.122,81.6972,150.935,0.411899
155.118,78.7655,154.489,0.566018
187.174,62.1808,143.816,0.279815
-352.8,-476.16,828.304,0.229704
185.834,63.5586,148.002,0.542122
167.675,-165.45,-39.5699,0.466283
199.767,49.6074,126.2,0.345369
219.526,138.843,183.148,0.793014
178.994,64.7818,145.491,0.480871
1968.85,363.034,1057.21,0.444066
-324.053,-202.821,310.286,0.310303
-34.4319,-926.878,-1053.05,0.358919
177.915,62.3846,154.083,0.816636
-1239.41,296.961,762.627,0.295471
-292.224,232.5,-179.754,0.7798
199.264,54.3618,120.44,1.06835
704.031,323.401,-279.958,1.07748
-91.7987,116.919,8.81968,0.91222
176.415,62.1712,149.058,0.110895
51.6421,37.1735,-197.319,0.970144
180.947,68.4439,148.396,0.355745
838.331,-575.926,48.4179,0.906726
807.391,170.06,-2.97234,1.03771
101.957,-207.385,56.9997,0.646526
-29.1716,122.44,244.1,0.933399
182.525,66.4439,151.7,0.237211
-757.835,-181.748,53.8244,0.296112
473.783,454.806,223.592,0.837938
187.086,47.1055,165.403,0.906726
508.165,-554.427,276.718,0.832505
185.277,62.7331,149.523,0.249174
741.563,43.7637,-1052.59,1.06789
350.203,-258.272,33.6788,0.81157
180.883,67.6407,150.238,0.217191
9.79645,732.578,-397.083,0.511756
1714.03,194.057,-413.348,0.268218
178.486,65.1659,150.022,0.248167
52.0829,-141.782,418.041,0.136531
162.949,72.7647,150.465,0.575661
181.696,63.7254,150.793,0.403934
184.718,68.0135,145.702,0.506201
178.537,61.3815,136.494,0.181515
1491.22,-696.32,-151.473,0.434727
-226.847,1425.39,-584.053,1.09823
185.89,64.5328,144.036,0.189846
395.691,550.606,-1077.54,0.413822
181.831,64.8451,153.85,0.209714
183.618,64.9874,151.508,0.257445
185.451,61.616,134.231,0.842759
-134.36,-50.1098,1136.42,0.990805
-262.601,798.083,-306.732,0.77336
176.811,64.456,156.455,0.696271
11.9958,-173.633,84.0816,0.572915
245.385,388.233,-608.27,0.790512
826.497,36.4587,-788.234,0.375277
-1169.61,1536.02,1063.92,0.762496
1043.86,84.8448,-449.097,0.677868
114.008,49.5736,167.983,1.03683
106.298,57.6572,116.113,0.267119
180.463,62.0439,160.7,0.962087
181.565,63.7196,149.266,0.269591
1064.34,-91.3597,10.5034,0.924152
753.124,607.483,518.949,0.327454
185.314,66.0982,138.271,0.584298
462.309,-4.52415,71.4925,0.899524
195.268,84.8889,124.336,0.242705
184.368,64.0651,148.462,0.68681
180.947,64.9461,145.352,0.326539
147.347,947.95,-240.296,0.183468
246.22,31.7628,-127.939,1.00341
-92.4677,-321.753,-11.8128,0.352602
21.0807,-5.21281,102.128,0.919453
27.0971,-492.326,-564.275,0.426853
2.74367,10.2904,-6.76547,1.06283
-441.909,749.254,-182.443,0.834367
-1061.58,-468.746,-632.13,0.751814
287.528,204.744,-12.8739,0.249388
-459.056,-320.254,-237.727,0.748274
28.9994,515.45,-268.758,0.768386
188.487,73.0186,148.322,0.495672
-1341.01,4062.85,1027.11,0.210355
166.758,66.8609,161.751,0.482733
184.617,68.0847,153.923,0.543037
-225.539,-900.043,-269.87,0.731306
95.4385,-1622.29,660.112,0.433415
181.316,66.6461,152.378,0.409946
193.588,66.3026,139.256,0.923634
-603.995,342.748,-721.155,0.572091
224.6,232.275,103.767,0.231687
-979.646,-441.722,1725.07,1.01931
183.37,67.4246,147.85,0.67738
182.713,60.362,147.496,0.289642
46.4846,555.137,308.325,0.732832
-317.839,347.789,-46.2642,0.770919
-550.797,838.209,534.262,0.198483
187.151,67.2598,145.393,0.938893
277.346,-1584.93,735.422,0.503821
182.036,64.6312,153.177,0.720624
100.009,-205.814,56.7039,0.133113
894.762,-874.574,829.578,0.982809
182.895,60.5679,142.357,0.176205
654.044,383.655,-557.69,0.144923
284.79,591.674,-135.789,1.00435
181.698,68.1395,155.242,0.917652
-132.515,301.859,-631.334,1.07095
291.206,-396.377,286.335,0.166042
184.181,64.6968,154.103,0.837266
38.411,15.3463,55.66,0.897906
-35.8107,139.771,-100.984,0.82338
-55.6002,1318.58,-945.137,0.376894
547.391,-427.513,391.503,0.783828
182.324,64.2668,149.313,0.361147
179.657,62.8213,155.148,1.00844
183.671,64.2354,142.866,0.466161
184.588,69.5645,150.334,0.748061
181.523,61.834,152.338,0.653331
181.149,69.4773,154.775,0.765395
181.576,65.1293,147.878,0.843126
184.833,63.3975,141.087,1.01082
273.633,401.484,664.318,0.653423
-1295.26,942.768,203.102,0.423038
233.236,78.1734,279.068,0.262786
-30.1622,257.274,-1413.35,0.854997
-1383.14,-632.643,737.331,0.398746
764.114,-467.039,-72.7357,0.124567
454.47,512.702,-1643.36,0.450993
189.059,73.2672,131.183,0.190396
244.524,-6243.79,-4473.39,0.70976
116.019,-231.94,355.702,0.452672
-794.823,123.643,974.132,0.729109
445.824,-1024.69,-152.467,0.178829
-316.893,-545.372,-216.303,0.81511
631.148,682.091,-74.9064,1.0545
181.98,62.7172,141.481,0.639262
179.977,64.4288,142.559,0.859026
189.451,68.2444,145.15,0.976705
764.677,32.8097,-292.315,0.26654
-255.268,182.676,213.523,0.569375
160.388,81.7048,135.948,0.77159
141.588,737.483,356.587,0.114527
326.291,-135.206,-881.136,0.739912
-567.963,-585.61,1221.44,0.377902
182.081,66.4444,151.18,0.584237
-174.207,-924.375,455.438,0.43195
183.094,60.913,150.782,1.06509
-555.681,-139.629,-815.456,1.01922
185.856,63.1353,146.325,0.716504
-837.17,276.581,523.382,1.04046
141.955,1.24788,94.0589,0.396945
185.99,66.4962,145.492,0.168148
182.557,73.5797,160.165,0.964986
71.6498,1034.59,586.828,0.584664
178.374,66.3063,143.769,1.07998
-377.45,-132.52,864.538,0.845476
1422.49,-1015.84,-716.04,0.128077
183.425,41.6877,136.718,0.86751
-817.773,615.79,-571.445,0.272918
182.344,65.9796,143.391,1.04247
186.011,64.1766,161.37,0.631327
183.718,61.7593,139.888,0.475042
132.24,1136.29,-534.815,0.574136
1325.68,94.0396,-505.094,0.346223
16.7917,95.0185,452.68,0.152065
282.008,27.6355,609.598,0.401584
189.385,65.2847,149.564,0.646373
481.484,91.713,1318.26,0.564553
185.175,66.1549,147.006,0.244688
182.248,60.9158,140.592,0.674664
122.433,-527.395,748.593,0.841813
-708.536,627.355,970.645,0.350862
-41.398,-385.855,223.089,0.965505
4301.75,5328.69,-1134.64,0.97991
182.515,60.0648,158.178,0.827134
186.259,66.4552,148.111,0.829392
553.25,-41.7095,-818.047,0.497687
741.096,1282.16,-132.534,0.286254
187.299,64.3874,136.69,0.208402
868.076,-888.799,-1031.26,0.219968
187.241,73.395,150.028,0.776565
182.285,65.8889,152.524,0.47083
184.069,65.1827,147.95,0.156215
-496.69,377.991,186.168,0.463201
259.056,-235.782,-163.089,0.114191
178.66,65.8895,159.649,0.943928
182.942,61.4222,161.936,1.03063
443.41,-842.484,1276.91,0.845384
143.038,30.71,186.396,0.824815
1090.23,241.529,-307.493,0.274017
152.274,66.0407,172.536,1.00603
-1366.31,-986.408,-635.172,0.623484
184.176,62.6618,149.491,0.849382
382.568,1205.37,-1299.04,0.812882
710.319,-200.919,326.561,0.696393
39.0461,880.507,-1003.41,0.650188
95.5634,12.1261,191.723,0.380953
182.817,62.3719,145.591,0.320374
601.457,-325.299,170.308,0.780074
-111.077,-1.97787,-816.158,0.998923
185.493,67.3335,152.786,0.489538
458.411,233.679,468.91,0.5897
180.57,65.6129,148.885,0.624888
-782.681,139.712,18.1873,0.588723
-99.2513,105.649,85.1817,0.747053
48.2199,592.347,602.682,1.07214
179.661,59.4782,140.327,0.913166
180.366,60.6001,150.27,0.809464
176.813,68.7517,161.344,0.852373
-425.201,-180.104,415.888,0.502142
-135.919,276.714,-42.8341,0.26657
176.426,59.763,149.48,0.146602
-583.765,-473.693,332.331,0.256285
1126.85,92.44,-138.425,0.522559
212.248,-234.774,-267.226,0.871386
171.068,45.9022,141.683,0.806381
789.059,-690.524,-201.356,0.786697
185.616,65.194,147.675,0.309296
-259.055,16.9075,191.971,0.103113
-772.307,707.978,-429.479,0.340669
87.9968,92.1614,57.4041,0.273223
-414.443,429.929,-286.491,0.196438
180.864,61.119,150.894,0.152004
185.663,69.1852,154.16,0.272124
183.835,58.3742,152.927,0.172665
-743.759,721.905,-298.748,0.301361
531.244,544.594,-479.564,0.647502
-652.6,172.351,356.904,0.719037
1108.8,-566.964,-218.968,0.1936
171.172,65.4946,157.749,0.149623
-614.103,-922.647,-314.191,0.28363
179.822,67.1284,154.686,1.02044
-858.367,-147.288,833.084,0.92168
180.973,60.9634,153.555,0.299927
184.07,61.7068,140.921,0.443883
1605.04,-214.431,-457.137,0.361025
181.317,61.1036,155.232,0.444401
157.923,-95.1132,185.64,0.969289
-460.176,1.01122,-423.972,0.826127
179.263,68.4292,157.003,0.396243
-645.38,-387.537,-579.135,0.976339
190.604,-62.4478,-120.449,0.657787
-1027.53,311.448,909.983,1.06771
441.3,-358.968,-28.6573,0.877245
169.392,58.0719,155.827,0.483892
347.458,-316.33,162.603,0.773818
93.5647,-51.9709,117.426,0.370455
181.821,66.9668,160.057,0.275817
167.396,58.4052,158.282,0.310517
-1070.71,-89.4356,-801.953,0.25891
263.848,109.861,4.62025,0.125636
-108.757,36.2202,546.822,0.409519
180.459,63.0075,145.325,0.80156
184.267,67.1105,151.555,0.212888
-578.789,-982.42,-1240.96,0.538978
190.72,70.5923,142.129,1.06661
-4500.61,-84.6896,136.173,0.929371
63.7933,210.03,-1749.91,0.518653
182.513,58.9534,136.933,0.255644
182.415,63.1651,144.571,0.630961
-36.1067,228.095,145.516,0.918171
379.473,-691.941,-353.716,0.467412
168.621,71.5037,147.74,0.985281
184.359,65.3686,146.109,0.707288
191.951,53.087,144.692,0.869219
272.142,-258.917,512.683,0.383486
-192.235,-1497,-859.544,0.126917
394.987,-59.4533,-101.032,0.745924
-274.989,-286.393,-1499.61,0.385714
-422.149,459.996,-180.96,0.24951
-387.077,-300.518,-34.695,0.394137
-439.745,242.51,-91.2826,0.667888
-975.593,-788.306,-726.319,0.197751
182.877,61.0032,144.141,0.331239
181.643,63.7379,142.637,0.439885
151.811,0.556255,-176.716,0.489965
188.71,66.5405,138.626,0.78746
-83.9641,132.314,-276.02,0.802689
-128.229,419.705,-439.69,0.481634
-1488.15,-322.305,132.632,0.949635
183.239,68.4905,146.697,1.01382
-519.909,6.40211,-1762.88,0.370943
188.641,62.8667,142.544,0.926258
133.986,94.8024,-68.3739,0.129969
182.874,66.4672,145.676,0.737867
204.869,12.8982,43.515,0.901477
179.948,60.9593,154.295,0.995108
185.908,64.6432,148.961,1.08495
132.818,-308.788,-200.477,0.447545
-955.58,-768.558,-784.401,1.04287
142.769,100.991,56.6713,0.348909
606.809,-856.977,563.805,0.464055
1855.86,646.319,1600.02,0.882739
176.512,68.1179,167.07,0.851885
157.55,50.5223,119.668,0.713056
24.3756,68.2102,16.9343,0.137568
179.041,76.7534,168.136,0.66032
183.039,65.4121,147.273,0.418522
-1389.99,1088.94,-506.441,0.502112
179.867,-422.46,-417.958,0.821519
185.942,63.0009,151.622,0.899066
-91.8592,-561.305,478.363,0.491003
649.033,-400.899,-3170.91,0.445347
181.416,66.1243,152.418,0.702496
134.99,321.853,131.659,0.844743
1790.06,-589.277,859.228,0.100702
184.073,64.0443,148.601,0.21127
182.822,62.1981,154.552,1.06295
179.909,66.5997,152.34,0.495062
183.354,67.0034,146.512,0.187252
187.176,71.6125,138.553,1.03304
186.505,68.064,148.955,0.905933
110.548,-30.4017,61.5405,0.224699
267.139,154.978,1118.77,0.223478
183.116,65.6666,149.49,0.33307
184.672,65.5032,143.41,0.580209
173.422,65.641,156.367,0.410282
-1381.89,-516.759,373.545,0.840349
187.316,68.078,145.314,0.348421
159.444,60.0906,175.884,0.405307
-434.676,438.105,-1462.58,1.05538
179.649,63.1261,142.509,0.452092
193.636,66.407,144.249,0.755477
183.753,65.9007,148.478,0.296417
183.599,66.6651,152.069,0.415439
185.188,57.0932,150.787,0.881152
1300.48,510.713,-393.606,0.295074
184.161,67.1516,149.118,0.389407
182.279,68.7554,170.292,0.623057
1476.71,435.31,528.721,0.983114
29.2601,-336.653,-23.8854,0.397617
180.624,61.9601,148.95,0.665905
334.734,283.972,124.962,0.312561
7.11372,130.466,142.743,0.271789
-1177.21,-439.464,1258.22,0.807846
178.236,64.894,151.424,0.578195
189.204,56.1133,117.76,0.245421
178.476,64.2692,156.45,0.544258
-1138.71,788.103,1048.53,0.209989
-110.332,60.3927,320.937,0.674267
29.3632,378.104,-354.631,0.934925
183.867,63.5572,142.679,0.505744
-875.737,21.8447,422.259,0.85277
176.9,60.6937,153.395,0.222837
180.314,72.2966,153.566,0.271331
201.38,81.5106,137.504,0.394626
180.167,61.6133,155.359,0.174282
-1569.68,750.522,-711.031,0.838365
189.749,72.5569,141.285,0.146937
184.612,67.6968,145.164,0.607614
640.096,27.2438,-147.43,0.427128
180.505,68.8508,161.461,0.10586
187.045,69.4872,157.75,1.08096
196.436,69.3223,130.158,0.324494
113.097,77.1206,-126.571,0.303375
-404.596,396.015,-240.479,0.206235
1186.08,-906.325,-754.212,0.844438
8.36719,-164.52,233.54,0.133326
219.452,97.6748,478.501,0.559548
454.717,116.038,398.025,0.540962
183.675,66.3229,144.381,1.0856
1062.43,-275.091,-20.5294,0.655376
184.429,66.1479,132.44,0.641551
185.135,68.9496,135.602,0.357271
181.764,66.9628,150.769,0.954427
181.86,59.8766,159.065,0.17007
184.888,65.5075,146.548,0.309784
729.574,-370.167,-572.746,0.37311
326.957,3.92359,215.018,0.727918
192.759,65.2438,128.038,0.240049
205.744,-747.019,-524.322,0.264159
186.418,54.887,138.523,0.402072
175.669,66.127,147.384,0.435063
180.997,63.9508,147.727,0.336213
183.32,67.1514,148.552,0.768966
196.155,72.4768,152.044,0.978536
40.2785,11.2295,-125.218,0.481817
408.954,-1148.91,564.577,0.46256
184.194,66.5565,152.052,0.277953
-94.4661,15.0005,200.006,0.982504
-382.911,216.18,-5.53513,0.27597
178.568,53.9205,138.03,0.781417
-1080.66,-1468.68,-602.599,1.05938
185.296,66.0267,143.998,0.264678
137.551,-81.09,273.272,0.852403
-1276.81,-344.706,-1027.73,0.238188
178.478,57.7638,116.702,0.820847
-1302.88,-620.786,-452.83,0.271575
190.893,61.9414,51.7955,0.497839
184.206,62.8307,146.666,0.186581
180.561,63.919,157.985,0.334535
-976.055,-117.825,-485.624,0.67033
189.01,67.2504,141.327,0.376009
201.263,-253.439,-171.677,1.01348
182.342,53.7084,157.661,1.06203
934.982,554.624,-345.7,0.973745
185.005,66.6333,153.654,0.152644
174.546,69.1738,160.55,0.76393
183.317,67.8432,145.296,0.779312
188.002,66.6202,144.261,0.165371
183.726,59.9115,138.654,0.620341
485.422,-852.409,1186.84,0.766189
185.6,25.8228,142.315,0.201901
175.888,59.1037,159.992,0.324494
181.668,63.9521,145.415,0.323701
187.276,63.8841,130.525,0.256774
182.629,64.5857,151.189,0.609751
179.403,64.7382,151.802,0.251067
-593.33,-11.2953,-56.4785,0.184231
349.917,463.652,-272.295,1.00539
184.133,65.9211,150.163,0.472234
-1272.71,-712.827,-1310.57,1.09078
-68.2097,-159.051,-300.749,0.125452
183.891,63.9458,143.477,0.939869
178.513,60.6898,157.864,1.0732
-295.959,184.604,-169.946,0.959951
-245.8,-320.918,-71.3015,0.697858
150.512,27.8975,134.432,0.771316
186.725,65.0569,136.3,0.13592
194.887,72.2937,132.053,0.570626
1145.17,-588.629,604.664,0.703748
-200.972,-22.8442,449.916,0.619028
180.114,70.5721,147.955,0.448155
187.982,65.4954,147.688,0.855608
183.771,66.1938,156.047,0.822495
187.573,57.2954,144.981,0.635539
-2142.97,126.982,940.627,0.487158
183.743,63.0279,151.673,0.593393
-421.512,686.064,226.491,0.235441
-155.329,333.663,125.81,0.63148
-309.136,443.211,54.9416,1.04452
171.984,60.1953,143.724,1.03313
92.6019,-18.4494,165.317,0.250853
183.464,66.4924,147.813,0.700818
182.453,65.579,152.51,0.851366
562.175,-1667.53,-740.214,0.51966
183.166,64.8937,145.299,0.928944
-117.739,-1449.82,549.639,0.845628
186.188,68.1443,147.434,0.203275
569.126,424.284,-235.744,0.118647
185.491,773.374,154.086,0.7068
-50.0931,6.01364,-26.3213,0.601206
180.344,64.0091,145.244,0.585244
569.687,-495.32,-104.451,0.241331
82.2263,47.1555,180.677,1.02361
-365.659,-896.261,-713.257,0.661083
439.469,-1196.34,-881.165,0.296783
183.927,63.665,149.307,0.269683
185.403,63.3846,144.705,0.945454
182.872,67.0802,145.97,0.501959
201.338,-370.828,-485.108,1.07678
183.124,74.1365,150.854,0.181423
3279.5,-399.902,3310.88,0.790298
124.757,87.6863,-11.1729,1.00878
165.711,78.3307,153.701,0.72859
-123.24,290.008,135.654,0.174953
10.1698,-426.387,-278.857,0.753157
181.21,62.9975,155.618,1.09966
433.383,1184.31,1132.03,0.74507
178.841,67.153,154.223,0.294372
-58.0785,-27.5992,181.464,0.530952
-671.199,-47.4975,-857.017,0.350893
155.227,62.4829,180.742,0.933522
575.713,286.401,-168.857,1.05447
49.9422,-297.771,354.379,0.94756
171.988,62.6829,139.246,0.622019
182.274,66.1887,147.164,1.04064
186.791,63.7534,141.883,1.0657
141.007,-449.718,-788.477,0.578835
1230.34,1717.11,423.037,0.680798
182.047,66.6207,146.505,0.377627
189.805,62.4436,138.737,0.659343
177.017,62.1148,156.611,0.377566
-314.966,290.13,137.489,0.828141
182.446,63.9682,147.435,0.445134
-43.1647,455.799,504.758,0.512275
1003.5,898.466,404.575,0.298462
72.9117,-247.487,-349.407,0.5232
262.041,-200.439,196.603,0.558235
-693.91,-444.391,538.368,0.272124
184.713,68.6101,141.563,0.923298
154.85,64.8715,150.933,1.00829
179.995,68.6991,154.773,0.471502
-241.781,675.867,-10.0491,0.182186
-221.148,33.5027,952.342,1.08563
-214.665,-325.007,-70.8447,0.933979
-31.244,169.168,-205.758,1.00393
188.276,68.0074,152.596,0.706525
-132.604,-36.4337,134.01,0.496069
145.917,61.99,22.3791,0.983969
296.781,-70.7057,-1101.05,0.663921
182.937,63.1904,146.818,0.154781
-279.226,-280.692,65.1863,0.36722
1755.5,1149.8,974.847,0.50025
-22.5398,-217.058,-408.369,0.274444
-135.831,367.292,294.345,0.307495
116.74,37.8686,165.398,1.0386
158.753,63.8124,125.86,0.107965
68.0726,-342.735,271.808,0.597848
182.29,64.7395,142.638,1.04073
-45.3842,42.6427,106.558,0.601602
-99.9515,-819.71,487.589,0.340486
800.903,-527.025,1727.82,0.960958
172.666,50.0455,165.631,0.951283
-127.403,-318.234,-653.675,0.524665
175.568,61.9823,150.519,0.264342
1327.79,-919.424,-693.832,0.879992
133.005,37.1615,119.866,0.981741
183.946,63.8101,137.483,0.278198
-131.299,-101.263,261.509,0.104334
441.355,762.276,-592.972,0.685681
-474.387,151.394,-183.628,1.04534
-635.94,-774.752,626.971,0.959493
182.943,66.9907,149.696,0.868395
182.035,66.4711,154.807,0.148219
-1220.95,-1289.04,-779.071,0.650981
605.67,-510.082,-40.5837,0.917835
-199.673,404.378,-112.593,0.972707
186.752,49.5998,145.419,0.102228
181.824,62.2835,156.769,0.528358
241.413,-347.833,1218.33,0.379397
830.983,1010.97,1276.13,0.866594
179.293,63.5675,147.982,1.07183
174.844,-105.579,165.806,0.252806
1893.8,1677.56,-495.392,1.07244
179.616,65.0926,149.146,0.657695
-81.3891,-132.684,-88.7023,0.895465
181.379,69.9843,156.054,0.870409
181.975,62.2732,145.023,0.852037
-281.919,1091.1,1668.23,0.736769
79.0734,-1030.75,-172.626,0.351137
176.337,66.0029,127.465,0.522834
1072.28,537.422,-737.263,0.325288
128.088,-68.3536,125.949,0.402805
819.819,750,-136.698,0.781356
242.119,-221.608,599.329,1.07259
184.843,51.3239,157.301,0.476263
1363.3,-821.582,-813.375,0.487951
-481.611,-282.215,-108.037,0.717939
-702.4,-142.218,1078.58,0.727827
-218.309,-698.097,-352.952,0.290924
-1249.99,684.875,-11.5881,0.982626
183.447,64.0103,147.805,0.50727
-149.832,660.869,667.25,0.667431
840.33,-1024.05,-1136.31,0.382205
189.129,67.0893,136.851,0.660411
-280.233,-749.701,861.292,0.935139
-286.167,-194.209,59.0254,0.665966
-138.733,-937.963,308.672,0.615061
235.164,1444.66,-359.517,0.703107
876.263,-1558.56,-807.029,0.851762
-869.188,145.819,-525.972,0.718671
182.085,63.4989,157.164,0.731275
87.7894,-437.789,508.31,0.325684
-1601.92,1265.08,-438.498,0.79689
-205.741,1198.4,-248.145,0.666546
181.109,60.5345,140.938,0.974722
499.213,-494.782,-464.636,0.40137
179.364,67.5677,137.452,0.624644
-334.934,343.809,-263.57,0.821244
-630.591,-1387.87,-233.42,0.716077
172.374,60.4374,151.855,1.08657
186.152,68.3903,153.377,0.128626
-412.527,-220.457,929.209,0.590188
-874.106,-1176.42,1189.18,1.07812
-526.001,45.0743,134.528,0.445836
855.2,-1217.22,91.2609,0.666973
-1589.4,2671.03,319.788,0.101373
179.434,66.0434,131.661,0.560463
93.3916,1616.05,556.388,1.07708
184.709,65.7068,141.416,0.787124
-738.661,518.841,-83.7802,0.828721
844.077,-138.088,-165.656,0.664776
-184.015,-11.1669,-92.7903,0.736189
2020.86,-467.43,543.488,0.851091
187.102,65.7237,138.515,0.216581
-2274.75,-1816.72,-1183.03,0.519569
-428.165,-533.552,-823.813,0.962484
178.529,68.1937,139.085,0.660259
183.747,64.88,155.897,0.305237
-563.967,484.541,70.8048,0.505438
1036.91,302.177,259.354,0.70332
166.611,67.3386,138.696,1.08056
-213.987,1073.78,-703.271,0.355531
64.6462,98.3194,270.375,0.879839
183.986,-547.566,-309.323,0.939351
-385.059,-830.265,939.347,0.667217
-373.692,71.7255,636.355,0.474096
184.679,68.0474,134.403,0.402133
62.9331,-17.7725,114.09,0.309357
181.393,64.9487,146.719,0.29013
173.923,56.1849,156.771,0.238188
-1397.64,213.132,-110.487,0.958791
-31.384,-136.166,-44.1406,0.735426
-1414.6,-540.893,404.487,0.758467
-141.051,973.752,266.898,0.320893
-411.338,-77.3924,407.848,0.188076
181.223,59.5871,140.007,1.04778
458.057,-199.03,-281.535,0.445927
185.885,67.9094,148.756,0.115839
-462.024,855.752,43.9762,0.105371
-546.56,-94.3951,692.427,0.609781
69.2242,29.7877,109.153,0.915699
-591.013,-1326,-903.466,0.362459
180.265,63.9427,152.047,0.727857
178.503,66.9304,152.545,0.943165
-1445.52,-260.933,-964.045,0.545296
-36.368,190.773,213.075,0.770888
185.031,69.3493,139.219,0.699689
371.455,-258.208,-351.978,0.352693
203.911,-207.006,-538.366,0.15179
186.631,81.7486,141.372,0.646922
446.67,1232.24,1466.76,0.917103
762.609,212.537,-421.509,0.55146
960.434,883.593,337.257,0.616709
184.486,66.4448,156.111,0.517096
-299.201,-95.7423,164.458,0.153133
181.069,64.6147,144.445,0.285675
1347.03,247.868,209.426,0.510993
184.147,65.8652,144.244,0.753615
182.842,65.5754,152.221,0.682873
1285.12,1025.04,-915.627,0.959828
181.381,59.5641,146.305,0.720075
-208.878,-368.959,6.9175,0.199368
324.011,-14.9694,-44.4119,0.908344
-1384.91,3056.29,268.95,0.261534
220.452,203.476,-3.46547,1.06875
-403.933,-108.055,-125.839,0.793106
231.765,-98.9886,-196.645,0.98345
181.889,66.6133,153.685,0.786667
181.693,64.9895,149.913,0.94637
782.449,211.944,-138.557,0.194028
176.566,52.4086,139.045,0.439122
-64.8599,47.317,135.38,0.664287
63.8796,240.088,-154.028,0.931721
182.195,61.4441,155.85,0.40723
-588.455,-18.2194,868.175,0.808274
181.457,65.9147,148.894,0.181637
-254.823,-431.096,-592.648,0.417972
181.94,66.9172,149.424,0.408481
177.95,65.8668,143.846,0.25067
184.057,64.9582,147.537,0.409214
-889.946,-663.936,909.23,0.237822
183.933,65.9075,155.737,0.769179
605.773,393.965,-2070.01,0.178127
-123.9,-1406.08,-1233.58,0.825669
-1811.65,1432.77,-77.5508,0.288421
-291.138,684.343,355.451,0.281433
183.248,64.9939,153.066,0.879382
1826.91,-1007.65,85.0919,0.94286
760.378,-198.738,726.186,0.156307
191.391,65.6582,147.592,0.583169
-689.766,2023.64,230.434,0.145045
-154.986,-101.546,-133.447,0.930897
181.17,55.7373,145.563,0.742537
183.54,61.1963,142.89,0.782913
1945.12,741.961,182.56,0.89281
184.221,62.982,146.574,0.242979
175.325,57.1284,142.677,0.887591
97.8144,-593.574,-19.5336,1.08492
269.941,656.445,610.138,0.792251
-121.009,31.9788,69.6692,0.24069
-23.2306,617.508,84.9455,0.99642
-46.8207,334.15,-319.334,0.414097
187.273,245.58,-1758.58,0.88988
-602.311,425.158,81.5587,0.81868
182.498,62.0603,147.254,0.663341
252.956,265.582,-8.70141,1.04119
-289.634,-308.74,293.491,0.23419
272.645,-698.253,390.811,1.02981
41.4635,153.192,-129.989,0.297272
118.385,-147.393,161.685,0.207456
-608.367,-1496.96,-867.565,0.500678
180.098,60.1268,149.593,0.710157
256.553,-312.738,-171.828,0.746535
-295.302,40.7657,654.12,0.750075
-120.391,387.41,-1070.12,0.616709
183.906,59.9009,136.291,0.104028
182.666,65.5096,148.518,0.923817
-301.17,-792.843,92.3966,0.726759
180.525,61.2752,151.821,0.38663
182.801,64.5253,148.904,0.488989
-494.876,-474.879,307.452,0.431309
-473.732,-84.7645,-1312.15,1.04098
1121.35,423.917,-383.877,0.116755
68.6812,651.176,-594.23,0.800644
59.0109,18.7175,166.464,0.185696
-1195.55,-1362.34,121.163,1.06692
